1950,24 Jun 1950 - 15:00 ,Group 1,Brazil,4,0,Mexico,1,0
1950,25 Jun 1950 - 15:00 ,Group 2,England,2,0,Chile,1,0
1950,25 Jun 1950 - 15:00 ,Group 2,Spain,3,1,USA,0,1
1950,25 Jun 1950 - 15:00 ,Group 3,Sweden,3,2,Italy,2,1
1950,25 Jun 1950 - 15:00 ,Group 1,Yugoslavia,3,0,Switzerland,0,0
1950,28 Jun 1950 - 15:00 ,Group 1,Brazil,2,2,Switzerland,2,1
1950,28 Jun 1950 - 15:00 ,Group 1,Yugoslavia,4,1,Mexico,2,0
1950,29 Jun 1950 - 15:00 ,Group 2,Spain,2,0,Chile,2,0
1950,29 Jun 1950 - 15:30 ,Group 3,Sweden,2,2,Paraguay,2,1
1950,29 Jun 1950 - 15:00 ,Group 2,USA,1,0,England,1,0
1950,01 Jul 1950 - 15:00 ,Group 1,Brazil,2,0,Yugoslavia,1,0
1950,02 Jul 1950 - 15:00 ,Group 2,Spain,1,0,England,0,0
1950,02 Jul 1950 - 15:00 ,Group 3,Italy,2,0,Paraguay,1,0
1950,02 Jul 1950 - 15:00 ,Group 4,Uruguay,8,0,Bolivia,4,0
1950,02 Jul 1950 - 15:40 ,Group 1,Switzerland,2,1,Mexico,2,0
1950,02 Jul 1950 - 15:00 ,Group 2,Chile,5,2,USA,2,0
1950,09 Jul 1950 - 15:00 ,Group 6,Uruguay,2,2,Spain,1,2
1950,09 Jul 1950 - 15:00 ,Group 6,Brazil,7,1,Sweden,3,0
1950,13 Jul 1950 - 15:00 ,Group 6,Brazil,6,1,Spain,3,0
1950,13 Jul 1950 - 15:00 ,Group 6,Uruguay,3,2,Sweden,1,2
1950,16 Jul 1950 - 15:00 ,Group 6,Sweden,3,1,Spain,2,0
1950,16 Jul 1950 - 15:00 ,Group 6,Uruguay,2,1,Brazil,0,0
1954,16 Jun 1954 - 18:00 ,Group 3,Uruguay,2,0,Czechoslovakia,0,0
1954,16 Jun 1954 - 18:00 ,Group 3,Austria,1,0,Scotland,1,0
1954,16 Jun 1954 - 18:00 ,Group 1,Brazil,5,0,Mexico,4,0
1954,16 Jun 1954 - 18:00 ,Group 1,Yugoslavia,1,0,France,1,0
1954,17 Jun 1954 - 18:00 ,Group 2,Germany,4,1,Turkey,1,1
1954,17 Jun 1954 - 18:00 ,Group 2,Hungary,9,0,Korea Republic,4,0
1954,17 Jun 1954 - 18:10 ,Group 4,England,4,4,Belgium,0,0
1954,17 Jun 1954 - 17:50 ,Group 4,Switzerland,2,1,Italy,1,1
1954,19 Jun 1954 - 16:50 ,Group 3,Uruguay,7,0,Scotland,2,0
1954,19 Jun 1954 - 17:00 ,Group 3,Austria,5,0,Czechoslovakia,4,0
1954,19 Jun 1954 - 17:10 ,Group 1,France,3,2,Mexico,1,0
1954,19 Jun 1954 - 17:00 ,Group 1,Brazil,1,1,Yugoslavia,0,0
1954,20 Jun 1954 - 16:50 ,Group 2,Hungary,8,3,Germany,3,1
1954,20 Jun 1954 - 17:00 ,Group 2,Turkey,7,0,Korea Republic,4,0
1954,20 Jun 1954 - 17:10 ,Group 4,England,2,0,Switzerland,1,0
1954,20 Jun 1954 - 17:00 ,Group 4,Italy,4,1,Belgium,1,0
1954,23 Jun 1954 - 18:00 ,Group 2,Germany,7,2,Turkey,3,1
1954,23 Jun 1954 - 18:00 ,Group 4,Switzerland,4,1,Italy,1,0
1954,26 Jun 1954 - 17:00 ,Quarter-finals,Uruguay,4,2,England,2,1
1954,26 Jun 1954 - 17:00 ,Quarter-finals,Austria,7,5,Switzerland,5,4
1954,27 Jun 1954 - 17:00 ,Quarter-finals,Germany,2,0,Yugoslavia,1,0
1954,27 Jun 1954 - 17:00 ,Quarter-finals,Hungary,4,2,Brazil,2,1
1954,30 Jun 1954 - 18:00 ,Semi-finals,Germany,6,1,Austria,1,0
1954,30 Jun 1954 - 18:00 ,Semi-finals,Hungary,4,2,Uruguay,0,0
1954,03 Jul 1954 - 17:00 ,Match for third place,Austria,3,1,Uruguay,1,1
1954,04 Jul 1954 - 17:00 ,Final,Germany,3,2,Hungary,2,2
1958,08 Jun 1958 - 14:00 ,Group 3,Sweden,3,0,Mexico,1,0
1958,08 Jun 1958 - 19:00 ,Group 4,Soviet Union,2,2,England,1,0
1958,08 Jun 1958 - 19:00 ,Group 1,Argentina,1,3,Germany,1,2
1958,08 Jun 1958 - 19:00 ,Group 3,Hungary,1,1,Wales,1,1
1958,08 Jun 1958 - 19:00 ,Group 2,France,7,3,Paraguay,2,2
1958,08 Jun 1958 - 19:00 ,Group 2,Yugoslavia,1,1,Scotland,1,0
1958,08 Jun 1958 - 19:00 ,Group 4,Brazil,3,0,Austria,1,0
1958,08 Jun 1958 - 19:00 ,Group 1,Northern Ireland,1,0,Czechoslovakia,1,0
1958,11 Jun 1958 - 19:00 ,Group 4,Brazil,0,0,England,0,0
1958,11 Jun 1958 - 19:00 ,Group 3,Mexico,1,1,Wales,0,1
1958,11 Jun 1958 - 19:00 ,Group 2,Paraguay,3,2,Scotland,2,1
1958,11 Jun 1958 - 19:00 ,Group 2,Yugoslavia,3,2,France,1,1
1958,11 Jun 1958 - 19:00 ,Group 4,Soviet Union,2,0,Austria,1,0
1958,11 Jun 1958 - 19:00 ,Group 1,Germany,2,2,Czechoslovakia,0,2
1958,11 Jun 1958 - 19:00 ,Group 1,Argentina,3,1,Northern Ireland,1,1
1958,12 Jun 1958 - 19:00 ,Group 3,Sweden,2,1,Hungary,1,0
1958,15 Jun 1958 - 14:00 ,Group 3,Sweden,0,0,Wales,0,0
1958,15 Jun 1958 - 19:00 ,Group 4,Brazil,2,0,Soviet Union,1,0
1958,15 Jun 1958 - 19:00 ,Group 1,Germany,2,2,Northern Ireland,1,1
1958,15 Jun 1958 - 19:00 ,Group 3,Hungary,4,0,Mexico,1,0
1958,15 Jun 1958 - 19:00 ,Group 2,Paraguay,3,3,Yugoslavia,1,2
1958,15 Jun 1958 - 19:00 ,Group 2,France,2,1,Scotland,2,0
1958,15 Jun 1958 - 19:00 ,Group 4,England,2,2,Austria,0,1
1958,15 Jun 1958 - 19:00 ,Group 1,Czechoslovakia,6,1,Argentina,3,0
1958,17 Jun 1958 - 19:00 ,Group 4,Soviet Union,1,0,England,0,0
1958,17 Jun 1958 - 19:00 ,Group 1,Northern Ireland,2,1,Czechoslovakia,0,0
1958,17 Jun 1958 - 19:00 ,Group 3,Wales,2,1,Hungary,0,1
1958,19 Jun 1958 - 19:00 ,Quarter-finals,Brazil,1,0,Wales,0,0
1958,19 Jun 1958 - 19:00 ,Quarter-finals,Germany,1,0,Yugoslavia,1,0
1958,19 Jun 1958 - 19:00 ,Quarter-finals,Sweden,2,0,Soviet Union,0,0
1958,19 Jun 1958 - 19:00 ,Quarter-finals,France,4,0,Northern Ireland,1,0
1958,24 Jun 1958 - 19:00 ,Semi-finals,Sweden,3,1,Germany,1,1
1958,24 Jun 1958 - 19:00 ,Semi-finals,Brazil,5,2,France,2,1
1958,28 Jun 1958 - 17:00 ,Match for third place,France,6,3,Germany,3,1
1958,29 Jun 1958 - 15:00 ,Final,Brazil,5,2,Sweden,2,1
1962,30 May 1962 - 15:00 ,Group 1,Uruguay,2,1,Colombia,0,1
1962,30 May 1962 - 15:00 ,Group 3,Brazil,2,0,Mexico,0,0
1962,30 May 1962 - 15:00 ,Group 4,Argentina,1,0,Bulgaria,1,0
1962,30 May 1962 - 15:00 ,Group 2,Chile,3,1,Switzerland,1,1
1962,31 May 1962 - 15:00 ,Group 1,Soviet Union,2,0,Yugoslavia,0,0
1962,31 May 1962 - 15:00 ,Group 3,Czechoslovakia,1,0,Spain,0,0
1962,31 May 1962 - 15:00 ,Group 4,Hungary,2,1,England,1,0
1962,31 May 1962 - 15:00 ,Group 2,Germany,0,0,Italy,0,0
1962,02 Jun 1962 - 15:00 ,Group 1,Yugoslavia,3,1,Uruguay,2,1
1962,02 Jun 1962 - 15:00 ,Group 3,Brazil,0,0,Czechoslovakia,0,0
1962,02 Jun 1962 - 15:00 ,Group 4,England,3,1,Argentina,2,0
1962,02 Jun 1962 - 15:00 ,Group 2,Chile,2,0,Italy,0,0
1962,03 Jun 1962 - 15:00 ,Group 1,Soviet Union,4,4,Colombia,3,1
1962,03 Jun 1962 - 15:00 ,Group 3,Spain,1,0,Mexico,0,0
1962,03 Jun 1962 - 15:00 ,Group 4,Hungary,6,1,Bulgaria,4,0
1962,03 Jun 1962 - 15:00 ,Group 2,Germany,2,1,Switzerland,1,0
1962,06 Jun 1962 - 15:00 ,Group 1,Soviet Union,2,1,Uruguay,1,0
1962,06 Jun 1962 - 15:00 ,Group 3,Brazil,2,1,Spain,0,1
1962,06 Jun 1962 - 15:00 ,Group 4,Hungary,0,0,Argentina,0,0
1962,06 Jun 1962 - 15:00 ,Group 2,Germany,2,0,Chile,1,0
1962,07 Jun 1962 - 15:00 ,Group 1,Yugoslavia,5,0,Colombia,2,0
1962,07 Jun 1962 - 15:00 ,Group 3,Mexico,3,1,Czechoslovakia,2,1
1962,07 Jun 1962 - 15:00 ,Group 4,England,0,0,Bulgaria,0,0
1962,07 Jun 1962 - 15:00 ,Group 2,Italy,3,0,Switzerland,1,0
1962,10 Jun 1962 - 14:30 ,Quarter-finals,Chile,2,1,Soviet Union,2,1
1962,10 Jun 1962 - 14:30 ,Quarter-finals,Brazil,3,1,England,1,1
1962,10 Jun 1962 - 14:30 ,Quarter-finals,Czechoslovakia,1,0,Hungary,1,0
1962,10 Jun 1962 - 14:30 ,Quarter-finals,Yugoslavia,1,0,Germany,0,0
1962,13 Jun 1962 - 14:30 ,Semi-finals,Czechoslovakia,3,1,Yugoslavia,0,0
1962,13 Jun 1962 - 14:30 ,Semi-finals,Brazil,4,2,Chile,2,1
1962,16 Jun 1962 - 14:30 ,Match for third place,Chile,1,0,Yugoslavia,0,0
1962,17 Jun 1962 - 14:30 ,Final,Brazil,3,1,Czechoslovakia,1,1
1966,11 Jul 1966 - 19:30 ,Group 1,England,0,0,Uruguay,0,0
1966,12 Jul 1966 - 19:30 ,Group 2,Germany,5,0,Switzerland,3,0
1966,12 Jul 1966 - 19:30 ,Group 3,Brazil,2,0,Bulgaria,1,0
1966,12 Jul 1966 - 19:30 ,Group 4,Soviet Union,3,0,Korea DPR,2,0
1966,13 Jul 1966 - 19:30 ,Group 1,France,1,1,Mexico,0,0
1966,13 Jul 1966 - 19:30 ,Group 3,Portugal,3,1,Hungary,1,0
1966,13 Jul 1966 - 19:30 ,Group 2,Argentina,2,1,Spain,0,0
1966,13 Jul 1966 - 19:30 ,Group 4,Italy,2,0,Chile,1,0
1966,15 Jul 1966 - 19:30 ,Group 1,Uruguay,2,1,France,2,1
1966,15 Jul 1966 - 19:30 ,Group 2,Spain,2,1,Switzerland,0,1
1966,15 Jul 1966 - 19:30 ,Group 3,Hungary,3,1,Brazil,1,1
1966,15 Jul 1966 - 19:30 ,Group 4,Korea DPR,1,1,Chile,0,1
1966,16 Jul 1966 - 15:00 ,Group 3,Portugal,3,0,Bulgaria,2,0
1966,16 Jul 1966 - 15:00 ,Group 2,Germany,0,0,Argentina,0,0
1966,16 Jul 1966 - 15:00 ,Group 4,Soviet Union,1,0,Italy,0,0
1966,16 Jul 1966 - 19:30 ,Group 1,England,2,0,Mexico,1,0
1966,19 Jul 1966 - 16:30 ,Group 1,Uruguay,0,0,Mexico,0,0
1966,19 Jul 1966 - 19:30 ,Group 2,Argentina,2,0,Switzerland,0,0
1966,19 Jul 1966 - 19:30 ,Group 3,Portugal,3,1,Brazil,2,0
1966,19 Jul 1966 - 19:30 ,Group 4,Korea DPR,1,0,Italy,1,0
1966,20 Jul 1966 - 19:30 ,Group 1,England,2,0,France,1,0
1966,20 Jul 1966 - 19:30 ,Group 3,Hungary,3,1,Bulgaria,2,1
1966,20 Jul 1966 - 19:30 ,Group 2,Germany,2,1,Spain,1,1
1966,20 Jul 1966 - 19:30 ,Group 4,Soviet Union,2,1,Chile,1,1
1966,23 Jul 1966 - 15:00 ,Quarter-finals,England,1,0,Argentina,0,0
1966,23 Jul 1966 - 15:00 ,Quarter-finals,Germany,4,0,Uruguay,1,0
1966,23 Jul 1966 - 15:00 ,Quarter-finals,Soviet Union,2,1,Hungary,1,0
1966,23 Jul 1966 - 15:00 ,Quarter-finals,Portugal,5,3,Korea DPR,2,3
1966,25 Jul 1966 - 19:30 ,Semi-finals,Germany,2,1,Soviet Union,1,0
1966,26 Jul 1966 - 19:30 ,Semi-finals,England,2,1,Portugal,1,0
1966,28 Jul 1966 - 19:30 ,Match for third place,Portugal,2,1,Soviet Union,1,1
1966,30 Jul 1966 - 15:00 ,Final,England,4,2,Germany,0,0
1970,31 May 1970 - 12:00 ,Group 1,Mexico,0,0,Soviet Union,0,0
1970,02 Jun 1970 - 16:00 ,Group 2,Uruguay,2,0,Israel,1,0
1970,02 Jun 1970 - 16:00 ,Group 4,Peru,3,2,Bulgaria,0,1
1970,02 Jun 1970 - 16:00 ,Group 3,England,1,0,Romania,0,0
1970,03 Jun 1970 - 16:00 ,Group 2,Italy,1,0,Sweden,1,0
1970,03 Jun 1970 - 16:00 ,Group 4,Germany,2,1,Morocco,0,1
1970,03 Jun 1970 - 16:00 ,Group 3,Brazil,4,1,Czechoslovakia,1,1
1970,03 Jun 1970 - 16:00 ,Group 1,Belgium,3,0,El Salvador,1,0
1970,06 Jun 1970 - 16:00 ,Group 2,Uruguay,0,0,Italy,0,0
1970,06 Jun 1970 - 16:00 ,Group 4,Peru,3,0,Morocco,0,0
1970,06 Jun 1970 - 16:00 ,Group 3,Romania,2,1,Czechoslovakia,0,1
1970,06 Jun 1970 - 16:00 ,Group 1,Soviet Union,4,1,Belgium,1,0
1970,07 Jun 1970 - 12:00 ,Group 2,Sweden,1,1,Israel,0,0
1970,07 Jun 1970 - 12:00 ,Group 4,Germany,5,2,Bulgaria,2,1
1970,07 Jun 1970 - 12:00 ,Group 3,Brazil,1,0,England,0,0
1970,07 Jun 1970 - 12:00 ,Group 1,Mexico,4,0,El Salvador,1,0
1970,10 Jun 1970 - 16:00 ,Group 2,Sweden,1,0,Uruguay,0,0
1970,10 Jun 1970 - 16:00 ,Group 4,Germany,3,1,Peru,3,1
1970,10 Jun 1970 - 16:00 ,Group 3,Brazil,3,2,Romania,2,1
1970,10 Jun 1970 - 16:00 ,Group 1,Soviet Union,2,0,El Salvador,0,0
1970,11 Jun 1970 - 16:00 ,Group 2,Italy,0,0,Israel,0,0
1970,11 Jun 1970 - 16:00 ,Group 4,Bulgaria,1,1,Morocco,1,0
1970,11 Jun 1970 - 16:00 ,Group 3,England,1,0,Czechoslovakia,0,0
1970,11 Jun 1970 - 16:00 ,Group 1,Mexico,1,0,Belgium,1,0
1970,14 Jun 1970 - 12:00 ,Quarter-finals,Italy,4,1,Mexico,1,1
1970,14 Jun 1970 - 12:00 ,Quarter-finals,Germany,3,2,England,0,0
1970,14 Jun 1970 - 12:00 ,Quarter-finals,Brazil,4,2,Peru,2,1
1970,14 Jun 1970 - 12:00 ,Quarter-finals,Uruguay,1,0,Soviet Union,0,0
1970,17 Jun 1970 - 16:00 ,Semi-finals,Brazil,3,1,Uruguay,1,1
1970,17 June 1970 - 16:00 ,Semi-finals,Italy,4,3,Germany,0,0
1970,20 Jun 1970 - 16:00 ,Match for third place,Germany,1,0,Uruguay,1,0
1970,21 Jun 1970 - 12:00 ,Final,Brazil,4,1,Italy,1,1
1974,13 Jun 1974 - 17:00 ,Group 2,Brazil,0,0,Yugoslavia,0,0
1974,14 Jun 1974 - 16:00 ,Group 1,Germany,1,0,Chile,1,0
1974,14 Jun 1974 - 19:30 ,Group 1,German DR,2,0,Australia,0,0
1974,14 Jun 1974 - 19:30 ,Group 2,Zaire,0,2,Scotland,0,2
1974,15 Jun 1974 - 16:00 ,Group 3,Uruguay,0,2,Netherlands,0,1
1974,15 Jun 1974 - 16:00 ,Group 3,Sweden,0,0,Bulgaria,0,0
1974,15 Jun 1974 - 18:00 ,Group 4,Italy,3,1,Haiti,0,0
1974,15 Jun 1974 - 18:00 ,Group 4,Poland,3,2,Argentina,2,0
1974,18 Jun 1974 - 16:00 ,Group 1,Australia,0,3,Germany,0,2
1974,18 Jun 1974 - 19:30 ,Group 2,Scotland,0,0,Brazil,0,0
1974,18 Jun 1974 - 19:30 ,Group 1,Chile,1,1,German DR,0,0
1974,18 Jun 1974 - 19:30 ,Group 2,Yugoslavia,9,0,Zaire,6,0
1974,19 Jun 1974 - 19:30 ,Group 3,Netherlands,0,0,Sweden,0,0
1974,19 Jun 1974 - 19:30 ,Group 3,Bulgaria,1,1,Uruguay,0,0
1974,19 Jun 1974 - 19:30 ,Group 4,Haiti,0,7,Poland,0,5
1974,19 Jun 1974 - 19:30 ,Group 4,Argentina,1,1,Italy,1,1
1974,22 Jun 1974 - 16:00 ,Group 2,Scotland,1,1,Yugoslavia,0,0
1974,22 Jun 1974 - 16:00 ,Group 1,Australia,0,0,Chile,0,0
1974,22 Jun 1974 - 16:00 ,Group 2,Zaire,0,3,Brazil,0,1
1974,22 June 1974 - 19:30 ,Group 1,German DR,1,0,Germany,0,0
1974,23 Jun 1974 - 16:00 ,Group 3,Bulgaria,1,4,Netherlands,0,2
1974,23 Jun 1974 - 16:00 ,Group 4,Argentina,4,1,Haiti,2,0
1974,23 Jun 1974 - 16:00 ,Group 3,Sweden,3,0,Uruguay,0,0
1974,23 Jun 1974 - 16:00 ,Group 4,Poland,2,1,Italy,2,0
1974,26 Jun 1974 - 16:00 ,Group B,Yugoslavia,0,2,Germany,0,1
1974,26 Jun 1974 - 19:30 ,Group A,Brazil,1,0,German DR,0,0
1974,26 Jun 1974 - 19:30 ,Group A,Netherlands,4,0,Argentina,2,0
1974,26 Jun 1974 - 19:30 ,Group B,Sweden,0,1,Poland,0,1
1974,30 Jun 1974 - 16:00 ,Group A,Argentina,1,2,Brazil,1,1
1974,30 Jun 1974 - 16:00 ,Group B,Poland,2,1,Yugoslavia,1,1
1974,30 Jun 1974 - 16:00 ,Group A,German DR,0,2,Netherlands,0,1
1974,30 Jun 1974 - 19:30 ,Group B,Germany,4,2,Sweden,0,1
1974,03 Jul 1974 - 17:00 ,Group B,Poland,0,1,Germany,0,0
1974,03 Jul 1974 - 19:30 ,Group A,Netherlands,2,0,Brazil,0,0
1974,03 Jul 1974 - 19:30 ,Group A,Argentina,1,1,German DR,1,1
1974,03 Jul 1974 - 19:30 ,Group B,Sweden,2,1,Yugoslavia,1,1
1974,06 Jul 1974 - 16:00 ,Match for third place,Brazil,0,1,Poland,0,0
1974,07 July 1974 - 16:00 ,Final,Netherlands,1,2,Germany,1,2
1978,01 Jun 1978 - 15:00 ,Group 2,Germany,0,0,Poland,0,0
1978,02 Jun 1978 - 13:45 ,Group 1,Italy,2,1,France,1,1
1978,02 Jun 1978 - 16:45 ,Group 2,Tunisia,3,1,Mexico,0,1
1978,02 Jun 1978 - 19:15 ,Group 1,Argentina,2,1,Hungary,1,1
1978,03 Jun 1978 - 13:45 ,Group 3,Sweden,1,1,Brazil,1,1
1978,03 Jun 1978 - 13:45 ,Group 3,Austria,2,1,Spain,1,1
1978,03 Jun 1978 - 16:45 ,Group 4,Peru,3,1,Scotland,1,1
1978,03 Jun 1978 - 16:45 ,Group 4,Netherlands,3,0,IR Iran,1,0
1978,06 Jun 1978 - 13:45 ,Group 1,Italy,3,1,Hungary,2,0
1978,06 Jun 1978 - 16:45 ,Group 2,Poland,1,0,Tunisia,1,0
1978,06 Jun 1978 - 16:45 ,Group 2,Germany,6,0,Mexico,4,0
1978,06 Jun 1978 - 19:15 ,Group 1,Argentina,2,1,France,1,0
1978,07 Jun 1978 - 13:45 ,Group 3,Brazil,0,0,Spain,0,0
1978,07 Jun 1978 - 13:45 ,Group 3,Austria,1,0,Sweden,1,0
1978,07 Jun 1978 - 16:45 ,Group 4,Scotland,1,1,IR Iran,1,0
1978,07 Jun 1978 - 16:45 ,Group 4,Netherlands,0,0,Peru,0,0
1978,10 Jun 1978 - 15:10 ,Group 1,France,3,1,Hungary,3,1
1978,10 Jun 1978 - 16:45 ,Group 2,Poland,3,1,Mexico,1,0
1978,10 Jun 1978 - 16:45 ,Group 2,Germany,0,0,Tunisia,0,0
1978,10 Jun 1978 - 19:15 ,Group 1,Italy,1,0,Argentina,0,0
1978,11 Jun 1978 - 13:45 ,Group 3,Brazil,1,0,Austria,1,0
1978,11 Jun 1978 - 13:45 ,Group 3,Spain,1,0,Sweden,0,0
1978,11 Jun 1978 - 16:45 ,Group 4,Peru,4,1,Iran,3,1
1978,11 Jun 1978 - 16:45 ,Group 4,Scotland,3,2,Netherlands,1,1
1978,14 Jun 1978 - 13:45 ,Group A,Germany,0,0,Italy,0,0
1978,14 Jun 1978 - 13:45 ,Group A,Netherlands,5,1,Austria,3,0
1978,14 Jun 1978 - 16:45 ,Group B,Brazil,3,0,Peru,2,0
1978,14 Jun 1978 - 19:15 ,Group B,Argentina,2,0,Poland,1,0
1978,18 Jun 1978 - 13:45 ,Group B,Poland,1,0,Peru,0,0
1978,18 Jun 1978 - 16:45 ,Group A,Italy,1,0,Austria,1,0
1978,18 Jun 1978 - 16:45 ,Group A,Germany,2,2,Netherlands,1,1
1978,18 Jun 1978 - 19:15 ,Group B,Argentina,0,0,Brazil,0,0
1978,21 Jun 1978 - 13:45 ,Group A,Netherlands,2,1,Italy,0,1
1978,21 Jun 1978 - 13:45 ,Group A,Austria,3,2,Germany,0,1
1978,21 Jun 1978 - 16:45 ,Group B,Brazil,3,1,Poland,1,1
1978,21 Jun 1978 - 19:15 ,Group B,Argentina,6,0,Peru,2,0
1978,24 Jun 1978 - 15:00 ,Match for third place,Brazil,2,1,Italy,0,1
1978,25 Jun 1978 - 15:00 ,Final,Argentina,3,1,Netherlands,0,0
1982,13 Jun 1982 - 20:00 ,Group 3,Argentina,0,1,Belgium,0,0
1982,14 Jun 1982 - 17:15 ,Group 1,Italy,0,0,Poland,0,0
1982,14 Jun 1982 - 21:00 ,Group 6,Brazil,2,1,Soviet Union,0,1
1982,15 Jun 1982 - 17:15 ,Group 1,Peru,0,0,Cameroon,0,0
1982,15 Jun 1982 - 21:00 ,Group 3,Hungary,10,1,El Salvador,3,0
1982,15 Jun 1982 - 21:00 ,Group 6,Scotland,5,2,New Zealand,3,0
1982,16 Jun 1982 - 17:15 ,Group 2,Germany,1,2,Algeria,0,0
1982,16 Jun 1982 - 17:15 ,Group 4,England,3,1,France,1,1
1982,16 Jun 1982 - 21:00 ,Group 5,Spain,1,1,Honduras,0,1
